"ordering","paper","publication_date","city","state","region","trade_type","market_label","sampling_date","market_sector","capturing_sector","species_id","genus","family","order","superorder","elasmobranchii_or_teleostei","dna_technique","dna_analysis","gene","iucn_redlist_(paper_status)","iucn_redlist_(updated_status)","redbook_status_(445/2014)","redbook_status_(148/2022)","cites_listed_species","mislabel(in53)","endemic_species","ps"
"A0326","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0327","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0328","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0329","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0330","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0331","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0332","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0333","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0334","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0335","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0336","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0337","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0338","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0339","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0340","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0341","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0342","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0343","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0344","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0345","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0346","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0347","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0348","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0349","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0350","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0351","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0352","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0353","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0354","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0355","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0356","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0357","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0358","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0359","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0360","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0361","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0362","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0363","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0364","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0365","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
"A0366","Bernardo et al. 2020","2020","Matosinhos, Guaratuba ou Pontal do Paraná (??)","Paraná","South","shark","shark","Oct 2017-Nov 2018","fish market","NA","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Selachii","Elasmobranchii","DNA sequencing","DNA barcode","COI","LC","NT","NT","NA","no","no","no","Fishmonger close to Landings point/Similarity analysis instead of phylogenetics analysis (NJ tree)"
